road_id,accident_id,road_type,lighting,road_condition,response_time
R559,559,Rural Road,Daylight,Dry,<10 min
R560,560,Rural Road,Daylight,Damaged,<10 min
R561,561,Expressway,Dim Light,Under Construction,10-20 min
R562,562,City Road,Dim Light,Dry,20-30 min
R563,563,City Road,Street Light,Damaged,20-30 min
R564,564,City Road,Daylight,Dry,>30 min
R565,565,Expressway,Dim Light,Wet,<10 min
R566,566,City Road,Street Light,Damaged,>30 min
R567,567,Highway,Street Light,Under Construction,>30 min
R568,568,City Road,Daylight,Under Construction,20-30 min
R569,569,Expressway,No Light,Damaged,<10 min
R570,570,Rural Road,No Light,Dry,10-20 min
R571,571,Expressway,No Light,Damaged,<10 min
R572,572,Expressway,No Light,Dry,20-30 min
R573,573,City Road,Street Light,Under Construction,10-20 min
R574,574,Highway,No Light,Damaged,>30 min
R575,575,Expressway,Street Light,Damaged,10-20 min
R576,576,Rural Road,No Light,Wet,20-30 min
R577,577,Rural Road,Daylight,Under Construction,>30 min
R578,578,Rural Road,Daylight,Wet,<10 min
R579,579,Rural Road,Dim Light,Dry,10-20 min
R580,580,Highway,No Light,Damaged,>30 min
R581,581,City Road,Street Light,Wet,>30 min
R582,582,Highway,Dim Light,Under Construction,20-30 min
R583,583,Rural Road,Dim Light,Under Construction,<10 min
R584,584,Highway,No Light,Wet,20-30 min
R585,585,Highway,Street Light,Under Construction,10-20 min
R586,586,Rural Road,Dim Light,Dry,<10 min
R587,587,City Road,Street Light,Under Construction,>30 min
R588,588,Expressway,Street Light,Wet,20-30 min
R589,589,Rural Road,Dim Light,Wet,20-30 min
R590,590,Rural Road,No Light,Damaged,20-30 min
R591,591,Highway,Dim Light,Damaged,20-30 min
R592,592,Expressway,Street Light,Dry,20-30 min
R593,593,City Road,Dim Light,Dry,20-30 min
R594,594,Highway,Daylight,Wet,20-30 min
R595,595,Highway,Street Light,Dry,10-20 min
R596,596,Highway,Dim Light,Wet,>30 min
R597,597,Highway,Daylight,Wet,>30 min
R598,598,Highway,No Light,Dry,>30 min
R599,599,Highway,Dim Light,Damaged,10-20 min
R600,600,Expressway,Daylight,Wet,20-30 min
R601,601,Highway,Dim Light,Dry,>30 min
R602,602,Expressway,No Light,Wet,20-30 min
R603,603,Expressway,Street Light,Under Construction,>30 min
R604,604,City Road,Street Light,Wet,>30 min
R605,605,Expressway,Street Light,Damaged,20-30 min
R606,606,Rural Road,Dim Light,Dry,20-30 min
R607,607,Expressway,No Light,Damaged,20-30 min
R608,608,Highway,No Light,Damaged,<10 min
R609,609,City Road,No Light,Dry,>30 min
R610,610,Expressway,No Light,Dry,<10 min
R611,611,Expressway,Dim Light,Wet,>30 min
R612,612,City Road,No Light,Damaged,>30 min
R613,613,Rural Road,Street Light,Under Construction,<10 min
R614,614,City Road,Street Light,Under Construction,>30 min
R615,615,Expressway,Daylight,Damaged,10-20 min
R616,616,Rural Road,Daylight,Damaged,10-20 min
R617,617,City Road,No Light,Damaged,20-30 min
R618,618,Expressway,Street Light,Under Construction,>30 min
R619,619,Highway,No Light,Under Construction,>30 min
R620,620,Highway,Dim Light,Under Construction,<10 min
R621,621,City Road,No Light,Under Construction,>30 min
R622,622,Highway,Daylight,Under Construction,10-20 min
R623,623,Highway,Street Light,Under Construction,>30 min
R624,624,Rural Road,No Light,Under Construction,<10 min
R625,625,Expressway,Dim Light,Dry,<10 min
R626,626,City Road,Daylight,Dry,20-30 min
R627,627,Rural Road,Dim Light,Under Construction,20-30 min
R628,628,Expressway,Street Light,Dry,20-30 min
R629,629,Rural Road,Daylight,Damaged,20-30 min
R630,630,City Road,Daylight,Wet,<10 min
R631,631,City Road,Street Light,Damaged,>30 min
R632,632,Rural Road,Daylight,Damaged,>30 min
R633,633,Rural Road,Street Light,Under Construction,>30 min
R634,634,Highway,Dim Light,Wet,20-30 min
R635,635,Highway,Daylight,Dry,<10 min
R636,636,City Road,Street Light,Under Construction,<10 min
R637,637,Rural Road,Daylight,Damaged,10-20 min
R638,638,City Road,Daylight,Dry,10-20 min
R639,639,City Road,Dim Light,Damaged,10-20 min
R640,640,Expressway,Street Light,Under Construction,<10 min
R641,641,City Road,Dim Light,Dry,20-30 min
R642,642,Rural Road,Daylight,Damaged,<10 min
R643,643,Expressway,No Light,Wet,<10 min
R644,644,Expressway,Daylight,Damaged,>30 min
R645,645,Rural Road,Dim Light,Wet,>30 min
R646,646,Rural Road,Street Light,Dry,20-30 min
R647,647,Rural Road,No Light,Dry,>30 min
R648,648,Highway,Street Light,Under Construction,>30 min
R649,649,Highway,Dim Light,Dry,20-30 min
R650,650,City Road,Daylight,Damaged,>30 min
R651,651,Expressway,Street Light,Dry,>30 min
R652,652,Rural Road,Street Light,Damaged,<10 min
R653,653,City Road,Street Light,Dry,>30 min
R654,654,Expressway,Street Light,Dry,10-20 min
R655,655,Rural Road,Street Light,Under Construction,10-20 min
R656,656,Expressway,Daylight,Dry,10-20 min
R657,657,Expressway,Daylight,Damaged,20-30 min
R658,658,Rural Road,Daylight,Dry,<10 min
R659,659,Highway,No Light,Under Construction,10-20 min
R660,660,City Road,Dim Light,Damaged,>30 min
R661,661,City Road,No Light,Damaged,>30 min
R662,662,Expressway,No Light,Wet,20-30 min
R663,663,Expressway,Dim Light,Damaged,<10 min
R664,664,Highway,Daylight,Wet,20-30 min
R665,665,Rural Road,Dim Light,Wet,20-30 min
R666,666,Rural Road,Dim Light,Dry,20-30 min
R667,667,City Road,Daylight,Dry,10-20 min
R668,668,Highway,Street Light,Under Construction,20-30 min
R669,669,Expressway,No Light,Under Construction,10-20 min
R670,670,Highway,Street Light,Wet,>30 min
R671,671,City Road,No Light,Wet,>30 min
R672,672,Highway,No Light,Under Construction,>30 min
R673,673,Rural Road,Dim Light,Dry,20-30 min
R674,674,City Road,No Light,Dry,<10 min
R675,675,City Road,No Light,Under Construction,20-30 min
R676,676,Highway,No Light,Under Construction,20-30 min
R677,677,City Road,Daylight,Dry,10-20 min
R678,678,Rural Road,No Light,Wet,>30 min
R679,679,Expressway,Daylight,Under Construction,20-30 min
R680,680,City Road,Daylight,Under Construction,10-20 min
R681,681,Expressway,No Light,Wet,10-20 min
R682,682,Rural Road,Dim Light,Damaged,<10 min
R683,683,City Road,Street Light,Damaged,<10 min
R684,684,Rural Road,No Light,Under Construction,<10 min
R685,685,City Road,Street Light,Damaged,20-30 min
R686,686,Expressway,Daylight,Dry,<10 min
R687,687,Rural Road,Street Light,Under Construction,<10 min
R688,688,City Road,Street Light,Wet,<10 min
R689,689,Expressway,Dim Light,Wet,<10 min
R690,690,City Road,No Light,Wet,<10 min
R691,691,Expressway,No Light,Under Construction,20-30 min
R692,692,Expressway,No Light,Under Construction,10-20 min
R693,693,City Road,Daylight,Wet,10-20 min
R694,694,Rural Road,Dim Light,Wet,20-30 min
R695,695,Highway,No Light,Under Construction,10-20 min
R696,696,Rural Road,No Light,Damaged,<10 min
R697,697,City Road,Street Light,Dry,<10 min
R698,698,Rural Road,Daylight,Damaged,10-20 min
R699,699,Rural Road,No Light,Wet,<10 min
R700,700,Rural Road,Dim Light,Dry,10-20 min
R701,701,Highway,Daylight,Under Construction,10-20 min
R702,702,City Road,No Light,Damaged,10-20 min
R703,703,Expressway,Street Light,Dry,10-20 min
R704,704,Highway,Daylight,Under Construction,10-20 min
R705,705,City Road,Street Light,Dry,10-20 min
R706,706,Highway,Dim Light,Under Construction,>30 min
R707,707,Expressway,Street Light,Under Construction,>30 min
R708,708,Expressway,No Light,Dry,20-30 min
R709,709,Highway,Street Light,Wet,20-30 min
R710,710,Rural Road,Street Light,Wet,10-20 min
R711,711,City Road,Daylight,Wet,10-20 min
R712,712,Highway,Daylight,Dry,>30 min
R713,713,Highway,Daylight,Damaged,<10 min
R714,714,Highway,Dim Light,Wet,10-20 min
R715,715,City Road,Dim Light,Under Construction,<10 min
R716,716,City Road,Daylight,Dry,10-20 min
R717,717,Expressway,Daylight,Under Construction,10-20 min
R718,718,Highway,No Light,Dry,10-20 min
R719,719,Expressway,No Light,Under Construction,10-20 min
R720,720,Highway,Dim Light,Dry,20-30 min
R721,721,Highway,Daylight,Under Construction,10-20 min
R722,722,Highway,Daylight,Wet,<10 min
R723,723,Highway,Street Light,Under Construction,<10 min
R724,724,Rural Road,Street Light,Dry,10-20 min
R725,725,City Road,Street Light,Wet,10-20 min
R726,726,Rural Road,No Light,Wet,10-20 min
R727,727,Rural Road,Dim Light,Under Construction,>30 min
R728,728,Expressway,Dim Light,Wet,<10 min
R729,729,Rural Road,Street Light,Dry,20-30 min
R730,730,Rural Road,No Light,Dry,10-20 min
R731,731,City Road,Dim Light,Damaged,<10 min
R732,732,Expressway,No Light,Under Construction,<10 min
R733,733,Rural Road,Dim Light,Dry,10-20 min
R734,734,Rural Road,Street Light,Under Construction,20-30 min
R735,735,Rural Road,Dim Light,Under Construction,10-20 min
R736,736,Rural Road,No Light,Under Construction,>30 min
R737,737,Expressway,Dim Light,Under Construction,10-20 min
R738,738,Highway,No Light,Damaged,<10 min
R739,739,Highway,Daylight,Wet,<10 min
R740,740,Rural Road,No Light,Damaged,<10 min
R741,741,Expressway,No Light,Under Construction,<10 min
R742,742,Rural Road,Street Light,Under Construction,>30 min
R743,743,Rural Road,Street Light,Dry,<10 min
R744,744,Expressway,Dim Light,Damaged,<10 min
R745,745,City Road,No Light,Under Construction,10-20 min
R746,746,Expressway,No Light,Dry,<10 min
R747,747,Expressway,No Light,Wet,10-20 min
R748,748,City Road,Dim Light,Damaged,>30 min
R749,749,City Road,Daylight,Under Construction,10-20 min
R750,750,City Road,Dim Light,Under Construction,10-20 min
R751,751,City Road,Daylight,Dry,<10 min
R752,752,City Road,Daylight,Dry,>30 min
R753,753,Rural Road,Street Light,Wet,20-30 min
R754,754,Expressway,No Light,Damaged,20-30 min
R755,755,City Road,No Light,Wet,20-30 min
R756,756,Rural Road,Daylight,Under Construction,20-30 min
R757,757,Highway,Dim Light,Under Construction,<10 min
R758,758,Expressway,Street Light,Dry,10-20 min
R759,759,Highway,Street Light,Under Construction,<10 min
R760,760,Highway,Street Light,Damaged,20-30 min
R761,761,Expressway,Dim Light,Damaged,<10 min
R762,762,Highway,No Light,Damaged,>30 min
R763,763,Rural Road,Dim Light,Damaged,>30 min
R764,764,Highway,Street Light,Under Construction,<10 min
R765,765,Highway,Dim Light,Damaged,20-30 min
R766,766,Highway,No Light,Dry,10-20 min
R767,767,Rural Road,Daylight,Wet,20-30 min
R768,768,Expressway,Daylight,Under Construction,20-30 min
R769,769,City Road,Street Light,Damaged,10-20 min
R770,770,Expressway,No Light,Damaged,20-30 min
R771,771,Rural Road,Daylight,Damaged,>30 min
R772,772,Rural Road,Street Light,Dry,20-30 min
R773,773,Expressway,Dim Light,Under Construction,10-20 min
R774,774,Expressway,Daylight,Dry,20-30 min
R775,775,Highway,Street Light,Under Construction,20-30 min
R776,776,Highway,Daylight,Damaged,<10 min
R777,777,Highway,No Light,Dry,20-30 min
R778,778,City Road,No Light,Under Construction,>30 min
R779,779,Expressway,Street Light,Damaged,10-20 min
R780,780,Highway,Daylight,Under Construction,>30 min
R781,781,Rural Road,Dim Light,Under Construction,20-30 min
R782,782,Rural Road,Daylight,Wet,<10 min
R783,783,Expressway,No Light,Wet,<10 min
R784,784,Highway,Street Light,Dry,10-20 min
R785,785,Highway,No Light,Damaged,20-30 min
R786,786,Highway,Daylight,Damaged,>30 min
R787,787,City Road,No Light,Wet,<10 min
R788,788,Highway,Street Light,Under Construction,20-30 min
R789,789,Highway,No Light,Damaged,>30 min
R790,790,Expressway,No Light,Damaged,10-20 min
R791,791,City Road,Street Light,Dry,>30 min
R792,792,City Road,Dim Light,Under Construction,>30 min
R793,793,Rural Road,Street Light,Under Construction,<10 min
R794,794,Highway,Dim Light,Under Construction,10-20 min
R795,795,City Road,Street Light,Under Construction,<10 min
R796,796,Highway,Dim Light,Under Construction,>30 min
R797,797,Rural Road,Daylight,Under Construction,20-30 min
R798,798,Highway,Street Light,Wet,<10 min
R799,799,Rural Road,Street Light,Dry,20-30 min
R800,800,Rural Road,No Light,Dry,>30 min
R801,801,Expressway,Dim Light,Dry,>30 min
R802,802,Rural Road,Street Light,Wet,10-20 min
R803,803,Rural Road,Street Light,Damaged,>30 min
R804,804,Rural Road,Daylight,Dry,20-30 min
R805,805,Expressway,Daylight,Under Construction,>30 min
R806,806,City Road,Street Light,Dry,10-20 min
R807,807,City Road,Street Light,Wet,>30 min
R808,808,Expressway,Dim Light,Damaged,20-30 min
R809,809,City Road,Daylight,Wet,<10 min
R810,810,Expressway,Street Light,Wet,<10 min
R811,811,Expressway,No Light,Damaged,10-20 min
R812,812,City Road,Daylight,Under Construction,10-20 min
R813,813,Rural Road,Dim Light,Under Construction,20-30 min
R814,814,Rural Road,Daylight,Damaged,20-30 min
R815,815,Rural Road,Dim Light,Under Construction,<10 min
R816,816,City Road,Daylight,Under Construction,10-20 min
R817,817,Rural Road,Daylight,Wet,10-20 min
R818,818,Rural Road,Street Light,Dry,20-30 min
R819,819,Expressway,Street Light,Damaged,<10 min
R820,820,Rural Road,No Light,Damaged,<10 min
R821,821,Highway,Street Light,Wet,>30 min
R822,822,Expressway,Daylight,Damaged,>30 min
R823,823,Expressway,Dim Light,Wet,<10 min
R824,824,Rural Road,Daylight,Under Construction,>30 min
R825,825,Rural Road,Street Light,Damaged,10-20 min
R826,826,City Road,Dim Light,Under Construction,10-20 min
R827,827,Highway,No Light,Damaged,<10 min
R828,828,Expressway,No Light,Damaged,<10 min
R829,829,Highway,Dim Light,Dry,>30 min
R830,830,Rural Road,No Light,Wet,20-30 min
R831,831,Highway,Daylight,Damaged,10-20 min
R832,832,Highway,Street Light,Wet,10-20 min
R833,833,Highway,Daylight,Wet,<10 min
R834,834,Rural Road,No Light,Wet,<10 min
R835,835,Expressway,Street Light,Dry,<10 min
R836,836,Expressway,Daylight,Dry,>30 min
R837,837,City Road,Daylight,Damaged,>30 min
R838,838,City Road,Daylight,Under Construction,20-30 min
R839,839,Highway,Dim Light,Under Construction,<10 min
R840,840,Expressway,Daylight,Under Construction,<10 min
R841,841,City Road,No Light,Under Construction,<10 min
R842,842,City Road,Daylight,Damaged,20-30 min
R843,843,Highway,Dim Light,Under Construction,>30 min
R844,844,Rural Road,No Light,Under Construction,10-20 min
R845,845,City Road,Dim Light,Dry,20-30 min
R846,846,Highway,Street Light,Under Construction,>30 min
R847,847,Expressway,Daylight,Damaged,10-20 min
R848,848,City Road,No Light,Damaged,20-30 min
R849,849,Expressway,Dim Light,Under Construction,>30 min
R850,850,Expressway,Street Light,Under Construction,>30 min
R851,851,City Road,Dim Light,Under Construction,<10 min
R852,852,Highway,Daylight,Wet,<10 min
R853,853,Expressway,Street Light,Under Construction,<10 min
R854,854,Expressway,Dim Light,Damaged,<10 min
R855,855,Expressway,No Light,Under Construction,20-30 min
R856,856,City Road,No Light,Dry,>30 min
R857,857,Rural Road,Daylight,Damaged,10-20 min
R858,858,Highway,No Light,Dry,>30 min
R859,859,Expressway,Dim Light,Wet,10-20 min
R860,860,Highway,Daylight,Dry,10-20 min
R861,861,City Road,Street Light,Under Construction,20-30 min
R862,862,Expressway,Street Light,Wet,>30 min
R863,863,Expressway,Dim Light,Wet,10-20 min
R864,864,Rural Road,Dim Light,Dry,<10 min
R865,865,Highway,Street Light,Wet,>30 min
R866,866,Highway,Street Light,Damaged,<10 min
R867,867,Expressway,Street Light,Dry,>30 min
R868,868,City Road,Daylight,Under Construction,<10 min
R869,869,City Road,No Light,Wet,10-20 min
R870,870,Highway,No Light,Damaged,10-20 min
R871,871,Rural Road,Daylight,Under Construction,>30 min
R872,872,Highway,Dim Light,Damaged,>30 min
R873,873,Highway,Daylight,Wet,>30 min
R874,874,Rural Road,Dim Light,Dry,20-30 min
R875,875,Highway,Dim Light,Dry,>30 min
R876,876,Rural Road,No Light,Wet,20-30 min
R877,877,City Road,Daylight,Damaged,<10 min
R878,878,Highway,Daylight,Damaged,10-20 min
R879,879,Rural Road,Street Light,Dry,10-20 min
R880,880,Expressway,Daylight,Damaged,20-30 min
R881,881,Rural Road,Dim Light,Under Construction,10-20 min
R882,882,Expressway,Street Light,Wet,>30 min
R883,883,City Road,Dim Light,Under Construction,>30 min
R884,884,Expressway,No Light,Dry,20-30 min
R885,885,Expressway,No Light,Under Construction,10-20 min
R886,886,Expressway,No Light,Damaged,10-20 min
R887,887,Highway,Dim Light,Damaged,>30 min
R888,888,City Road,No Light,Dry,10-20 min
R889,889,Expressway,Dim Light,Wet,10-20 min
R890,890,Rural Road,Dim Light,Under Construction,<10 min
R891,891,Rural Road,No Light,Dry,10-20 min
R892,892,Highway,No Light,Wet,10-20 min
R893,893,Highway,Daylight,Damaged,>30 min
R894,894,City Road,No Light,Wet,20-30 min
R895,895,City Road,Dim Light,Damaged,>30 min
R896,896,Rural Road,Daylight,Damaged,<10 min
R897,897,City Road,Street Light,Dry,20-30 min
R898,898,City Road,No Light,Dry,20-30 min
R899,899,Highway,No Light,Damaged,10-20 min
R900,900,City Road,No Light,Wet,10-20 min
R901,901,Highway,Daylight,Under Construction,>30 min
R902,902,City Road,No Light,Dry,<10 min
R903,903,Highway,Dim Light,Under Construction,>30 min
R904,904,City Road,Daylight,Wet,10-20 min
R905,905,City Road,Street Light,Wet,10-20 min
R906,906,City Road,No Light,Damaged,20-30 min
R907,907,City Road,No Light,Under Construction,20-30 min
R908,908,Expressway,Daylight,Dry,>30 min
R909,909,Expressway,Street Light,Damaged,<10 min
R910,910,City Road,Dim Light,Damaged,>30 min
R911,911,City Road,No Light,Wet,10-20 min
R912,912,Rural Road,Daylight,Dry,>30 min
R913,913,Rural Road,Dim Light,Dry,<10 min
R914,914,Expressway,Street Light,Under Construction,<10 min
R915,915,City Road,Daylight,Dry,>30 min
R916,916,Highway,No Light,Under Construction,<10 min
R917,917,City Road,Daylight,Dry,>30 min
R918,918,City Road,Dim Light,Wet,>30 min
R919,919,City Road,No Light,Wet,20-30 min
R920,920,Rural Road,Daylight,Wet,<10 min
R921,921,Expressway,Street Light,Dry,20-30 min
R922,922,City Road,Street Light,Under Construction,10-20 min
R923,923,City Road,Daylight,Damaged,20-30 min
R924,924,Highway,Dim Light,Under Construction,20-30 min
R925,925,Highway,Dim Light,Dry,20-30 min
R926,926,City Road,Daylight,Dry,<10 min
R927,927,Expressway,No Light,Under Construction,>30 min
R928,928,Expressway,No Light,Under Construction,20-30 min
R929,929,Rural Road,No Light,Dry,20-30 min
R930,930,Rural Road,Street Light,Wet,10-20 min
R931,931,Rural Road,Dim Light,Under Construction,20-30 min
R932,932,Expressway,No Light,Dry,<10 min
R933,933,Rural Road,Dim Light,Dry,>30 min
R934,934,City Road,Daylight,Dry,20-30 min
R935,935,City Road,No Light,Dry,<10 min
R936,936,Expressway,No Light,Damaged,<10 min
R937,937,Rural Road,Dim Light,Wet,<10 min
R938,938,Expressway,Street Light,Damaged,>30 min
R939,939,Highway,Street Light,Wet,>30 min
R940,940,Highway,No Light,Dry,10-20 min
R941,941,Expressway,Dim Light,Dry,20-30 min
R942,942,Rural Road,Dim Light,Wet,20-30 min
R943,943,Highway,Daylight,Dry,>30 min
R944,944,Rural Road,Daylight,Wet,<10 min
R945,945,Rural Road,Street Light,Under Construction,10-20 min
R946,946,Rural Road,Street Light,Under Construction,>30 min
R947,947,City Road,No Light,Wet,<10 min
R948,948,Highway,No Light,Wet,20-30 min
R949,949,Highway,No Light,Wet,<10 min
R950,950,Expressway,Daylight,Dry,<10 min
R951,951,Expressway,Daylight,Under Construction,20-30 min
R952,952,Highway,Street Light,Under Construction,20-30 min
R953,953,City Road,Street Light,Damaged,>30 min
R954,954,Expressway,Daylight,Wet,>30 min
R955,955,Rural Road,No Light,Wet,>30 min
R956,956,Expressway,Daylight,Under Construction,<10 min
R957,957,Rural Road,No Light,Under Construction,<10 min
R958,958,Highway,Street Light,Damaged,<10 min
R959,959,Highway,Street Light,Damaged,>30 min
