vehicle_id,accident_id,vehicle_type,vehicle_condition,driver_behavior,driver_age,passenger_count
V621,621,Truck,Poor,Fatigue,43,4
V622,622,Bus,Good,Fatigue,22,5
V623,623,Bike,Good,Normal,44,4
V624,624,Bike,Good,Drunk Driving,26,5
V625,625,Bike,Poor,Overspeeding,51,4
V626,626,Van,Poor,Drunk Driving,52,4
V627,627,Auto,Poor,Fatigue,43,4
V628,628,Car,Average,Fatigue,44,2
V629,629,Bicycle,Poor,Fatigue,61,2
V630,630,Bus,Good,Normal,59,3
V631,631,Bike,Average,Overspeeding,45,4
V632,632,Car,Average,Normal,57,3
V633,633,Truck,Good,Distracted,27,5
V634,634,Van,Good,Distracted,29,4
V635,635,Car,Poor,Drunk Driving,58,1
V636,636,Van,Average,Fatigue,22,1
V637,637,Bicycle,Average,Overspeeding,62,2
V638,638,Bicycle,Poor,Fatigue,60,3
V639,639,Car,Poor,Fatigue,19,4
V640,640,Auto,Average,Drunk Driving,40,1
V641,641,Van,Good,Fatigue,59,4
V642,642,Car,Poor,Overspeeding,61,3
V643,643,Bicycle,Good,Overspeeding,19,3
V644,644,Bike,Poor,Fatigue,31,3
V645,645,Bicycle,Good,Fatigue,50,3
V646,646,Van,Good,Normal,32,3
V647,647,Bicycle,Average,Distracted,40,1
V648,648,Truck,Average,Overspeeding,37,2
V649,649,Auto,Average,Normal,24,3
V650,650,Bike,Poor,Distracted,20,3
V651,651,Car,Poor,Fatigue,61,3
V652,652,Bike,Average,Fatigue,59,4
V653,653,Bicycle,Poor,Drunk Driving,50,1
V654,654,Bicycle,Poor,Drunk Driving,38,1
V655,655,Van,Average,Distracted,35,4
V656,656,Van,Average,Fatigue,32,4
V657,657,Car,Poor,Drunk Driving,25,1
V658,658,Car,Average,Drunk Driving,27,1
V659,659,Van,Good,Distracted,54,4
V660,660,Truck,Average,Overspeeding,64,4
V661,661,Truck,Good,Normal,56,1
V662,662,Bike,Poor,Distracted,55,5
V663,663,Van,Poor,Distracted,28,1
V664,664,Car,Average,Distracted,26,5
V665,665,Bus,Average,Fatigue,33,2
V666,666,Bike,Poor,Distracted,24,3
V667,667,Van,Good,Normal,44,5
V668,668,Van,Poor,Distracted,49,1
V669,669,Bus,Poor,Overspeeding,62,5
V670,670,Truck,Good,Drunk Driving,43,2
V671,671,Bus,Average,Drunk Driving,30,1
V672,672,Bus,Good,Drunk Driving,50,5
V673,673,Bike,Poor,Drunk Driving,48,5
V674,674,Bike,Average,Distracted,34,3
V675,675,Bike,Poor,Normal,34,5
V676,676,Bicycle,Average,Normal,55,4
V677,677,Bike,Average,Fatigue,43,5
V678,678,Car,Poor,Normal,63,3
V679,679,Auto,Average,Fatigue,36,5
V680,680,Van,Good,Fatigue,30,4
V681,681,Bike,Average,Overspeeding,28,3
V682,682,Bus,Poor,Normal,20,1
V683,683,Bicycle,Good,Distracted,28,5
V684,684,Bus,Good,Distracted,38,3
V685,685,Bike,Poor,Drunk Driving,49,3
V686,686,Bus,Good,Overspeeding,25,5
V687,687,Auto,Poor,Overspeeding,60,1
V688,688,Truck,Good,Overspeeding,53,4
V689,689,Auto,Average,Drunk Driving,29,5
V690,690,Bike,Good,Normal,36,5
V691,691,Car,Good,Fatigue,60,4
V692,692,Bicycle,Good,Normal,51,1
V693,693,Car,Poor,Drunk Driving,57,4
V694,694,Van,Average,Normal,54,1
V695,695,Bicycle,Good,Overspeeding,65,4
V696,696,Bus,Poor,Overspeeding,36,4
V697,697,Bus,Good,Drunk Driving,50,4
V698,698,Auto,Poor,Fatigue,47,2
V699,699,Bike,Poor,Overspeeding,58,3
V700,700,Car,Poor,Fatigue,53,3
V701,701,Bus,Good,Normal,38,5
V702,702,Truck,Poor,Normal,28,5
V703,703,Bicycle,Good,Distracted,21,2
V704,704,Bike,Poor,Drunk Driving,30,2
V705,705,Car,Average,Normal,48,1
V706,706,Car,Poor,Drunk Driving,31,3
V707,707,Van,Average,Overspeeding,45,5
V708,708,Car,Poor,Fatigue,62,1
V709,709,Bus,Poor,Fatigue,27,1
V710,710,Van,Average,Overspeeding,46,1
V711,711,Bike,Good,Fatigue,32,2
V712,712,Bus,Average,Drunk Driving,19,4
V713,713,Truck,Average,Overspeeding,55,2
V714,714,Truck,Poor,Overspeeding,32,1
V715,715,Bicycle,Good,Distracted,20,5
V716,716,Van,Poor,Fatigue,40,1
V717,717,Bike,Good,Distracted,65,3
V718,718,Auto,Good,Overspeeding,51,4
V719,719,Bicycle,Poor,Drunk Driving,52,2
V720,720,Van,Average,Normal,25,5
V721,721,Bicycle,Average,Distracted,18,1
V722,722,Bus,Poor,Distracted,48,5
V723,723,Truck,Average,Overspeeding,38,2
V724,724,Car,Poor,Overspeeding,63,5
V725,725,Bus,Average,Normal,61,5
V726,726,Bike,Poor,Fatigue,49,1
V727,727,Car,Average,Overspeeding,64,2
V728,728,Bike,Good,Fatigue,59,3
V729,729,Truck,Average,Fatigue,48,5
V730,730,Bike,Good,Overspeeding,45,4
V731,731,Van,Good,Fatigue,41,5
V732,732,Truck,Poor,Drunk Driving,43,1
V733,733,Bike,Poor,Fatigue,43,5
V734,734,Auto,Good,Drunk Driving,60,1
V735,735,Car,Good,Fatigue,49,3
V736,736,Car,Good,Drunk Driving,22,5
V737,737,Truck,Average,Overspeeding,55,3
V738,738,Auto,Good,Overspeeding,23,2
V739,739,Bike,Good,Overspeeding,44,4
V740,740,Bus,Good,Drunk Driving,54,3
V741,741,Truck,Average,Normal,52,2
V742,742,Bike,Average,Distracted,57,5
V743,743,Bus,Average,Fatigue,26,2
V744,744,Bike,Average,Fatigue,58,3
V745,745,Bicycle,Poor,Overspeeding,51,4
V746,746,Car,Average,Fatigue,49,4
V747,747,Bicycle,Good,Drunk Driving,60,1
V748,748,Bike,Average,Distracted,36,5
V749,749,Truck,Poor,Fatigue,41,3
V750,750,Bus,Good,Fatigue,48,4
V751,751,Van,Average,Fatigue,51,3
V752,752,Van,Poor,Overspeeding,36,3
V753,753,Bicycle,Average,Distracted,21,1
V754,754,Truck,Good,Fatigue,37,4
V755,755,Truck,Good,Distracted,42,2
V756,756,Bus,Good,Distracted,42,4
V757,757,Car,Good,Overspeeding,22,2
V758,758,Truck,Good,Fatigue,44,5
V759,759,Bike,Poor,Drunk Driving,22,1
V760,760,Auto,Good,Distracted,57,2
V761,761,Van,Average,Fatigue,41,1
V762,762,Bike,Poor,Drunk Driving,54,2
V763,763,Auto,Good,Distracted,18,4
V764,764,Truck,Average,Overspeeding,52,5
V765,765,Auto,Good,Drunk Driving,25,2
V766,766,Bus,Good,Overspeeding,41,1
V767,767,Auto,Poor,Fatigue,24,4
V768,768,Bike,Poor,Fatigue,31,5
V769,769,Bus,Average,Distracted,34,5
V770,770,Van,Average,Fatigue,49,5
V771,771,Van,Average,Overspeeding,19,1
V772,772,Bike,Average,Drunk Driving,25,1
V773,773,Truck,Good,Fatigue,25,1
V774,774,Auto,Poor,Distracted,53,5
V775,775,Bus,Average,Normal,18,2
V776,776,Van,Poor,Distracted,48,5
V777,777,Car,Poor,Fatigue,55,5
V778,778,Van,Average,Distracted,63,2
V779,779,Bicycle,Average,Distracted,60,1
V780,780,Auto,Average,Fatigue,18,1
V781,781,Bike,Poor,Drunk Driving,52,1
V782,782,Van,Poor,Fatigue,54,2
V783,783,Truck,Poor,Normal,25,2
V784,784,Truck,Average,Drunk Driving,20,3
V785,785,Truck,Average,Distracted,33,2
V786,786,Truck,Average,Overspeeding,21,5
V787,787,Car,Good,Fatigue,50,1
V788,788,Truck,Average,Overspeeding,26,2
V789,789,Bus,Average,Overspeeding,41,4
V790,790,Auto,Average,Fatigue,32,4
V791,791,Bus,Poor,Distracted,44,3
V792,792,Auto,Average,Overspeeding,58,3
V793,793,Bus,Poor,Fatigue,31,5
V794,794,Bike,Poor,Overspeeding,59,2
V795,795,Truck,Good,Overspeeding,63,2
V796,796,Van,Average,Normal,30,1
V797,797,Bike,Poor,Distracted,57,3
V798,798,Bicycle,Poor,Drunk Driving,65,5
V799,799,Bus,Average,Normal,30,4
V800,800,Bike,Good,Normal,53,2
V801,801,Car,Average,Drunk Driving,49,2
V802,802,Auto,Poor,Drunk Driving,18,1
V803,803,Truck,Poor,Normal,19,4
V804,804,Bicycle,Average,Overspeeding,64,5
V805,805,Bike,Poor,Distracted,36,2
V806,806,Van,Average,Normal,24,5
V807,807,Bicycle,Poor,Distracted,26,1
V808,808,Truck,Average,Overspeeding,57,4
V809,809,Car,Average,Normal,41,4
V810,810,Van,Average,Fatigue,40,2
V811,811,Truck,Good,Normal,35,5
V812,812,Bus,Good,Overspeeding,49,2
V813,813,Car,Poor,Overspeeding,46,3
V814,814,Bus,Good,Drunk Driving,33,2
V815,815,Bicycle,Average,Overspeeding,65,5
V816,816,Bike,Average,Distracted,28,2
V817,817,Van,Average,Normal,42,1
V818,818,Bus,Average,Normal,65,4
V819,819,Auto,Good,Fatigue,33,1
V820,820,Bike,Poor,Distracted,41,1
V821,821,Truck,Good,Fatigue,19,2
V822,822,Bike,Poor,Distracted,64,4
V823,823,Bicycle,Good,Overspeeding,50,2
V824,824,Van,Average,Fatigue,37,5
V825,825,Bicycle,Good,Normal,42,2
V826,826,Truck,Poor,Distracted,37,5
V827,827,Car,Poor,Distracted,20,2
V828,828,Car,Average,Distracted,49,2
V829,829,Truck,Poor,Normal,29,5
V830,830,Bicycle,Good,Fatigue,54,2
V831,831,Van,Good,Drunk Driving,53,2
V832,832,Van,Average,Overspeeding,18,3
V833,833,Truck,Good,Distracted,56,3
V834,834,Bicycle,Average,Fatigue,44,2
V835,835,Truck,Poor,Distracted,57,1
V836,836,Auto,Poor,Normal,52,1
V837,837,Bicycle,Average,Drunk Driving,61,2
V838,838,Van,Average,Overspeeding,41,5
V839,839,Truck,Poor,Distracted,18,4
V840,840,Car,Poor,Drunk Driving,30,5
V841,841,Auto,Good,Drunk Driving,52,1
V842,842,Bus,Average,Drunk Driving,47,2
V843,843,Bike,Average,Drunk Driving,29,3
V844,844,Car,Average,Fatigue,55,2
V845,845,Bus,Poor,Fatigue,18,3
V846,846,Truck,Good,Fatigue,64,1
V847,847,Bus,Good,Drunk Driving,44,2
V848,848,Auto,Average,Drunk Driving,44,5
V849,849,Car,Poor,Overspeeding,47,2
V850,850,Auto,Poor,Distracted,60,4
V851,851,Bike,Average,Fatigue,47,1
V852,852,Bus,Poor,Fatigue,59,3
V853,853,Auto,Poor,Normal,56,5
V854,854,Auto,Average,Distracted,30,3
V855,855,Truck,Average,Distracted,29,3
V856,856,Car,Good,Normal,64,5
V857,857,Bus,Average,Distracted,33,5
V858,858,Auto,Poor,Overspeeding,25,4
V859,859,Van,Average,Distracted,57,5
V860,860,Auto,Average,Drunk Driving,22,2
V861,861,Truck,Average,Normal,58,2
V862,862,Car,Good,Normal,57,3
V863,863,Bicycle,Good,Fatigue,58,5
V864,864,Bus,Poor,Normal,24,4
V865,865,Bus,Poor,Distracted,58,3
V866,866,Truck,Good,Drunk Driving,65,4
V867,867,Car,Good,Overspeeding,37,5
V868,868,Bus,Average,Fatigue,24,2
V869,869,Bicycle,Poor,Drunk Driving,38,5
V870,870,Auto,Good,Fatigue,29,2
V871,871,Bus,Poor,Overspeeding,50,4
V872,872,Car,Good,Drunk Driving,46,4
V873,873,Car,Average,Fatigue,54,5
V874,874,Van,Average,Drunk Driving,27,4
V875,875,Car,Good,Drunk Driving,45,1
V876,876,Truck,Good,Normal,47,2
V877,877,Auto,Average,Fatigue,43,1
V878,878,Car,Good,Distracted,24,1
V879,879,Van,Good,Fatigue,28,3
V880,880,Auto,Good,Fatigue,59,5
V881,881,Bus,Average,Overspeeding,23,1
V882,882,Truck,Poor,Drunk Driving,42,3
V883,883,Van,Average,Fatigue,44,5
V884,884,Auto,Good,Overspeeding,31,5
V885,885,Bicycle,Poor,Drunk Driving,23,3
V886,886,Bike,Average,Normal,45,5
V887,887,Bicycle,Poor,Drunk Driving,64,2
V888,888,Bicycle,Average,Normal,45,5
V889,889,Bicycle,Average,Distracted,20,5
V890,890,Bike,Poor,Drunk Driving,61,4
V891,891,Car,Good,Distracted,33,1
V892,892,Bicycle,Poor,Normal,50,4
V893,893,Auto,Average,Drunk Driving,21,2
V894,894,Bicycle,Average,Overspeeding,42,5
V895,895,Bicycle,Poor,Fatigue,61,3
V896,896,Auto,Poor,Fatigue,51,3
V897,897,Bicycle,Poor,Fatigue,25,1
V898,898,Truck,Good,Overspeeding,39,4
V899,899,Car,Good,Distracted,35,4
V900,900,Bike,Average,Drunk Driving,29,1
V901,901,Bicycle,Average,Normal,43,3
V902,902,Bicycle,Good,Distracted,19,1
V903,903,Truck,Average,Fatigue,19,1
V904,904,Bike,Good,Drunk Driving,59,2
V905,905,Bicycle,Good,Drunk Driving,60,4
V906,906,Bike,Average,Drunk Driving,30,3
V907,907,Car,Poor,Fatigue,39,3
V908,908,Van,Average,Normal,37,2
V909,909,Van,Poor,Drunk Driving,24,2
V910,910,Bicycle,Poor,Normal,53,5
V911,911,Bike,Average,Overspeeding,23,5
V912,912,Van,Poor,Overspeeding,42,1
V913,913,Bike,Good,Distracted,50,1
V914,914,Bike,Average,Fatigue,32,1
V915,915,Bus,Poor,Normal,34,1
V916,916,Auto,Average,Normal,19,1
V917,917,Bicycle,Poor,Overspeeding,61,2
V918,918,Bus,Poor,Fatigue,18,1
V919,919,Bike,Poor,Drunk Driving,21,5
V920,920,Auto,Poor,Distracted,30,1
V921,921,Bus,Average,Overspeeding,59,1
V922,922,Bicycle,Average,Fatigue,50,2
V923,923,Bus,Poor,Overspeeding,40,3
V924,924,Auto,Average,Overspeeding,56,5
V925,925,Van,Good,Distracted,63,5
V926,926,Auto,Average,Distracted,52,2
V927,927,Car,Average,Normal,49,3
V928,928,Truck,Poor,Drunk Driving,43,5
V929,929,Auto,Good,Overspeeding,41,4
V930,930,Bus,Good,Fatigue,59,3
V931,931,Car,Poor,Fatigue,28,1
V932,932,Auto,Average,Distracted,56,5
V933,933,Truck,Good,Normal,59,1
V934,934,Bicycle,Good,Normal,37,1
V935,935,Van,Poor,Fatigue,36,3
V936,936,Bus,Average,Distracted,65,3
V937,937,Van,Poor,Normal,30,3
V938,938,Bicycle,Average,Fatigue,37,5
V939,939,Car,Good,Fatigue,23,2
V940,940,Auto,Average,Fatigue,33,3
V941,941,Bicycle,Good,Fatigue,59,2
V942,942,Bike,Poor,Normal,46,1
V943,943,Bicycle,Good,Drunk Driving,52,5
V944,944,Van,Poor,Fatigue,22,2
V945,945,Van,Poor,Fatigue,47,2
V946,946,Auto,Good,Overspeeding,61,2
V947,947,Auto,Good,Normal,26,2
V948,948,Truck,Good,Distracted,35,5
V949,949,Bike,Poor,Overspeeding,42,5
V950,950,Car,Good,Distracted,41,5
V951,951,Car,Average,Drunk Driving,42,1
V952,952,Car,Good,Overspeeding,63,5
V953,953,Van,Average,Distracted,18,3
V954,954,Auto,Good,Drunk Driving,20,2
V955,955,Bus,Poor,Fatigue,56,4
V956,956,Car,Good,Distracted,49,4
V957,957,Auto,Poor,Fatigue,25,2
V958,958,Auto,Average,Normal,43,2
V959,959,Car,Average,Fatigue,32,1
V960,960,Auto,Good,Fatigue,43,5
V961,961,Car,Average,Normal,52,4
V962,962,Bike,Poor,Distracted,58,5
V963,963,Auto,Average,Drunk Driving,34,3
V964,964,Car,Good,Normal,47,4
V965,965,Car,Poor,Fatigue,29,4
V966,966,Auto,Good,Distracted,53,3
V967,967,Auto,Average,Fatigue,42,2
V968,968,Auto,Poor,Overspeeding,25,3
V969,969,Auto,Good,Drunk Driving,44,3
V970,970,Bike,Poor,Normal,23,5
V971,971,Car,Poor,Drunk Driving,24,3
V972,972,Bicycle,Poor,Fatigue,21,4
V973,973,Bike,Poor,Normal,56,5
V974,974,Van,Average,Distracted,52,1
V975,975,Bike,Average,Fatigue,18,4
V976,976,Van,Average,Drunk Driving,32,1
V977,977,Car,Average,Overspeeding,57,5
V978,978,Van,Average,Normal,59,1
V979,979,Truck,Good,Distracted,19,3
V980,980,Bicycle,Average,Normal,37,2
V981,981,Bicycle,Poor,Normal,30,5
V982,982,Bike,Poor,Normal,56,4
V983,983,Bike,Good,Normal,46,1
V984,984,Truck,Good,Fatigue,36,5
V985,985,Van,Average,Drunk Driving,32,1
V986,986,Bike,Poor,Overspeeding,65,3
V987,987,Bus,Average,Overspeeding,25,1
V988,988,Truck,Poor,Distracted,36,3
V989,989,Car,Average,Overspeeding,28,2
V990,990,Bicycle,Poor,Overspeeding,56,3
V991,991,Bus,Average,Overspeeding,48,3
V992,992,Car,Average,Drunk Driving,35,5
V993,993,Bicycle,Good,Overspeeding,21,1
V994,994,Car,Good,Normal,65,2
V995,995,Bike,Good,Overspeeding,19,3
V996,996,Bicycle,Poor,Overspeeding,45,3
V997,997,Bicycle,Good,Fatigue,27,4
V998,998,Bike,Good,Drunk Driving,36,5
V999,999,Bike,Good,Drunk Driving,32,3
V1000,1000,Van,Poor,Fatigue,46,2
V1001,1001,Bus,Poor,Fatigue,18,1
V1002,1002,Auto,Good,Distracted,56,2
V1003,1003,Bicycle,Poor,Distracted,53,3
V1004,1004,Auto,Average,Overspeeding,25,3
V1005,1005,Bicycle,Poor,Distracted,57,3
V1006,1006,Bicycle,Poor,Drunk Driving,50,1
V1007,1007,Bicycle,Poor,Distracted,64,4
V1008,1008,Bicycle,Average,Normal,19,1
V1009,1009,Bicycle,Good,Drunk Driving,41,1
V1010,1010,Bike,Good,Distracted,59,4
V1011,1011,Bus,Good,Overspeeding,65,2
V1012,1012,Car,Average,Fatigue,49,1
V1013,1013,Bike,Good,Fatigue,34,4
V1014,1014,Auto,Good,Overspeeding,19,5
V1015,1015,Auto,Poor,Normal,24,1
V1016,1016,Truck,Average,Distracted,49,1
V1017,1017,Bus,Poor,Normal,48,2
V1018,1018,Car,Average,Overspeeding,32,4
V1019,1019,Bike,Average,Fatigue,21,3
V1020,1020,Truck,Poor,Drunk Driving,27,2
V1021,1021,Auto,Poor,Overspeeding,56,3
V1022,1022,Bike,Average,Overspeeding,21,1
V1023,1023,Truck,Average,Normal,27,1
V1024,1024,Bus,Average,Distracted,51,4
V1025,1025,Auto,Good,Normal,65,1
V1026,1026,Car,Good,Overspeeding,50,5
V1027,1027,Van,Good,Overspeeding,44,2
V1028,1028,Car,Average,Distracted,34,2
V1029,1029,Car,Average,Fatigue,23,2
V1030,1030,Truck,Average,Overspeeding,60,1
V1031,1031,Bike,Average,Overspeeding,49,3
V1032,1032,Bus,Poor,Normal,49,5
V1033,1033,Auto,Good,Distracted,53,3
V1034,1034,Bicycle,Average,Distracted,56,5
V1035,1035,Auto,Poor,Distracted,60,1
V1036,1036,Bicycle,Poor,Fatigue,23,5
V1037,1037,Truck,Good,Distracted,36,5
V1038,1038,Auto,Good,Fatigue,62,2
V1039,1039,Truck,Good,Drunk Driving,30,4
V1040,1040,Truck,Average,Normal,24,2
V1041,1041,Auto,Good,Normal,27,2
V1042,1042,Van,Average,Normal,31,4
V1043,1043,Van,Average,Normal,44,2
V1044,1044,Bike,Good,Overspeeding,41,5
V1045,1045,Bicycle,Good,Drunk Driving,39,3
V1046,1046,Bicycle,Poor,Overspeeding,42,3
V1047,1047,Truck,Average,Fatigue,64,5
V1048,1048,Bus,Average,Overspeeding,36,4
V1049,1049,Auto,Good,Drunk Driving,40,2
V1050,1050,Truck,Average,Distracted,33,1
V1051,1051,Van,Good,Distracted,33,1
V1052,1052,Van,Average,Normal,62,3
V1053,1053,Car,Good,Overspeeding,20,4
V1054,1054,Bike,Average,Overspeeding,64,3
V1055,1055,Bike,Poor,Distracted,59,5
V1056,1056,Bicycle,Average,Normal,25,3
V1057,1057,Van,Good,Normal,53,1
V1058,1058,Van,Good,Overspeeding,22,3
V1059,1059,Truck,Average,Normal,26,5
V1060,1060,Bus,Poor,Fatigue,28,1
V1061,1061,Bike,Average,Overspeeding,38,3
V1062,1062,Van,Poor,Normal,59,2
V1063,1063,Bike,Average,Distracted,52,4
V1064,1064,Bicycle,Good,Fatigue,46,5
V1065,1065,Auto,Average,Normal,39,5
V1066,1066,Van,Poor,Overspeeding,47,4
V1067,1067,Truck,Average,Overspeeding,20,5
V1068,1068,Bike,Average,Fatigue,29,3
V1069,1069,Van,Poor,Distracted,28,3
V1070,1070,Truck,Good,Distracted,22,5
V1071,1071,Auto,Good,Drunk Driving,41,4
V1072,1072,Auto,Average,Drunk Driving,49,1
V1073,1073,Car,Poor,Drunk Driving,46,3
V1074,1074,Bike,Average,Overspeeding,21,4
V1075,1075,Bike,Average,Fatigue,58,2
V1076,1076,Bicycle,Good,Drunk Driving,38,4
V1077,1077,Truck,Average,Drunk Driving,50,2
V1078,1078,Bike,Average,Overspeeding,65,1
V1079,1079,Van,Average,Overspeeding,45,2
V1080,1080,Truck,Average,Distracted,27,1
V1081,1081,Bike,Good,Overspeeding,54,5
V1082,1082,Car,Good,Drunk Driving,43,1
V1083,1083,Bicycle,Average,Normal,38,2
V1084,1084,Bike,Poor,Drunk Driving,21,4
V1085,1085,Bus,Average,Fatigue,35,3
V1086,1086,Car,Average,Normal,46,5
V1087,1087,Car,Good,Fatigue,26,3
V1088,1088,Bus,Poor,Normal,57,1
V1089,1089,Bus,Poor,Fatigue,28,3
V1090,1090,Car,Average,Overspeeding,51,1
V1091,1091,Bus,Good,Distracted,61,1
V1092,1092,Bicycle,Average,Drunk Driving,20,3
V1093,1093,Bus,Poor,Overspeeding,34,5
V1094,1094,Bicycle,Good,Overspeeding,37,4
V1095,1095,Truck,Poor,Distracted,59,3
V1096,1096,Auto,Average,Fatigue,31,5
V1097,1097,Auto,Good,Distracted,55,1
V1098,1098,Car,Good,Fatigue,38,2
V1099,1099,Bus,Good,Overspeeding,34,4
V1100,1100,Car,Poor,Distracted,51,1
V1101,1101,Truck,Good,Fatigue,44,4
V1102,1102,Van,Average,Normal,35,5
V1103,1103,Bus,Poor,Drunk Driving,35,5
V1104,1104,Auto,Poor,Overspeeding,62,4
V1105,1105,Bus,Average,Fatigue,29,3
V1106,1106,Van,Good,Distracted,55,1
V1107,1107,Bus,Average,Fatigue,19,4
V1108,1108,Car,Poor,Overspeeding,26,4
V1109,1109,Auto,Poor,Overspeeding,31,4
V1110,1110,Auto,Average,Distracted,24,5
V1111,1111,Bicycle,Poor,Distracted,21,3
V1112,1112,Bike,Average,Distracted,57,5
V1113,1113,Car,Good,Drunk Driving,65,3
V1114,1114,Auto,Good,Distracted,56,4
V1115,1115,Auto,Average,Distracted,27,1
V1116,1116,Bike,Good,Drunk Driving,50,1
V1117,1117,Van,Poor,Normal,19,1
V1118,1118,Auto,Good,Overspeeding,57,5
V1119,1119,Bus,Good,Normal,24,1
V1120,1120,Van,Good,Drunk Driving,57,5
V1121,1121,Van,Good,Overspeeding,24,5
V1122,1122,Bus,Average,Drunk Driving,52,1
V1123,1123,Van,Good,Drunk Driving,48,5
V1124,1124,Truck,Average,Normal,30,3
V1125,1125,Auto,Poor,Distracted,46,5
V1126,1126,Bicycle,Average,Normal,32,4
V1127,1127,Bus,Good,Distracted,53,3
V1128,1128,Bicycle,Average,Fatigue,64,4
V1129,1129,Van,Poor,Normal,22,2
V1130,1130,Bike,Good,Normal,65,5
V1131,1131,Truck,Average,Distracted,38,5
V1132,1132,Truck,Poor,Overspeeding,20,2
V1133,1133,Auto,Good,Fatigue,34,4
V1134,1134,Auto,Good,Normal,28,5
V1135,1135,Truck,Poor,Fatigue,32,5
V1136,1136,Bike,Average,Normal,22,4
V1137,1137,Truck,Poor,Fatigue,21,4
V1138,1138,Van,Good,Drunk Driving,22,1
V1139,1139,Bus,Average,Fatigue,38,4
V1140,1140,Car,Good,Distracted,42,1
V1141,1141,Bike,Good,Fatigue,49,4
V1142,1142,Car,Good,Normal,51,5
V1143,1143,Bicycle,Poor,Drunk Driving,64,5
V1144,1144,Bicycle,Poor,Drunk Driving,65,4
V1145,1145,Car,Poor,Overspeeding,27,5
V1146,1146,Van,Average,Fatigue,19,1
V1147,1147,Auto,Average,Overspeeding,33,3
V1148,1148,Bicycle,Poor,Distracted,18,4
V1149,1149,Auto,Good,Fatigue,44,5
V1150,1150,Car,Poor,Drunk Driving,44,5
V1151,1151,Bike,Good,Drunk Driving,63,4
V1152,1152,Bike,Average,Drunk Driving,45,4
V1153,1153,Truck,Good,Drunk Driving,59,3
V1154,1154,Auto,Good,Normal,34,3
V1155,1155,Bike,Average,Overspeeding,39,4
V1156,1156,Van,Poor,Drunk Driving,48,5
V1157,1157,Bicycle,Good,Drunk Driving,33,4
V1158,1158,Bike,Poor,Fatigue,54,4
V1159,1159,Bike,Average,Distracted,40,4
V1160,1160,Van,Poor,Distracted,18,2
V1161,1161,Bicycle,Average,Fatigue,46,3
V1162,1162,Car,Poor,Overspeeding,55,3
V1163,1163,Car,Average,Normal,53,4
V1164,1164,Truck,Good,Drunk Driving,31,1
V1165,1165,Bus,Average,Fatigue,29,3
V1166,1166,Bus,Poor,Normal,63,5
V1167,1167,Truck,Average,Distracted,38,4
V1168,1168,Bus,Average,Overspeeding,20,3
V1169,1169,Truck,Good,Distracted,55,1
V1170,1170,Truck,Poor,Normal,28,3
V1171,1171,Car,Good,Drunk Driving,28,2
V1172,1172,Bike,Good,Overspeeding,23,1
V1173,1173,Bus,Poor,Distracted,35,4
V1174,1174,Auto,Average,Drunk Driving,22,4
V1175,1175,Car,Average,Distracted,27,5
V1176,1176,Bus,Good,Drunk Driving,22,5
V1177,1177,Van,Average,Distracted,53,3
V1178,1178,Car,Poor,Fatigue,38,4
V1179,1179,Truck,Poor,Overspeeding,22,2
V1180,1180,Van,Good,Normal,25,5
V1181,1181,Bike,Average,Distracted,64,5
V1182,1182,Bus,Average,Distracted,59,3
V1183,1183,Bicycle,Good,Distracted,62,3
V1184,1184,Bike,Good,Normal,56,2
V1185,1185,Auto,Good,Drunk Driving,19,5
V1186,1186,Truck,Good,Drunk Driving,22,1
V1187,1187,Bike,Good,Normal,43,3
V1188,1188,Bus,Poor,Drunk Driving,24,2
V1189,1189,Bike,Good,Overspeeding,61,1
V1190,1190,Bicycle,Average,Drunk Driving,18,5
V1191,1191,Auto,Good,Normal,64,2
V1192,1192,Car,Average,Normal,41,2
V1193,1193,Bike,Good,Fatigue,62,2
V1194,1194,Car,Poor,Overspeeding,27,4
V1195,1195,Bicycle,Average,Overspeeding,27,5
V1196,1196,Car,Good,Drunk Driving,36,3
V1197,1197,Van,Good,Drunk Driving,56,3
V1198,1198,Auto,Poor,Fatigue,63,4
V1199,1199,Van,Average,Normal,63,3
V1200,1200,Bus,Average,Normal,49,5
V1201,1201,Car,Good,Fatigue,20,4
V1202,1202,Car,Good,Fatigue,34,5
V1203,1203,Bike,Poor,Distracted,26,5
V1204,1204,Car,Poor,Fatigue,31,1
V1205,1205,Bus,Good,Distracted,64,3
V1206,1206,Van,Good,Overspeeding,18,1
V1207,1207,Van,Average,Fatigue,37,2
V1208,1208,Bus,Poor,Drunk Driving,44,2
V1209,1209,Bicycle,Poor,Distracted,48,4
V1210,1210,Auto,Poor,Fatigue,19,4
V1211,1211,Car,Average,Distracted,27,1
V1212,1212,Bike,Good,Drunk Driving,39,5
V1213,1213,Auto,Good,Overspeeding,46,2
V1214,1214,Car,Average,Overspeeding,43,1
V1215,1215,Bike,Poor,Overspeeding,51,2
V1216,1216,Van,Average,Distracted,34,4
V1217,1217,Truck,Good,Overspeeding,58,5
V1218,1218,Bus,Poor,Distracted,37,2
V1219,1219,Bus,Average,Distracted,33,2
V1220,1220,Bicycle,Good,Overspeeding,27,1
V1221,1221,Bicycle,Poor,Fatigue,62,1
V1222,1222,Car,Good,Fatigue,45,1
V1223,1223,Bike,Average,Fatigue,37,2
V1224,1224,Truck,Poor,Drunk Driving,49,4
